"1 CODE",Group#1,specific Function,specific Tense,specific Voice,specific Mood,specific Person,specific Case,specific Number,specific Gender,specific Extra,12-CODE again,Group#2,Function,Tense,Voice,Mood,Person,Case,Number,Gender,Extra,23-CODE again,Group#3,Function explained,Tense explained,Voice explained,Mood explained,Person explained,Case explained,Number explained,Gender explained,Extra explained,34-CODE again,Group#4,Function in description,Tense in description,Voice in description,Mood in description,Person in description,Case in description,Number in description,Gender in description,Extra in description,45-CODE again,Group#5,Explanation,Order for Description,Example (“e.g….”),Shorter Example,,,,,,
A-APN-LG,-1,Adjective,,,,,Accusative,Plural,Neuter,Location Gentilic,A-APN-LG,-2,Adjective,,,,,Case,Number,Gender,Name type,A-APN-LG,-3,a description of people or things,,,,,they are having something done to them,there are two or more of them,they are neuter,they are of a group who come from this place,A-APN-LG,-4,DESCRIBING those from a named location:,,,,,that are having something done to them,people or things,neuter,,A-APN-LG,-5,DESCRIBING those from a named location: neuter people or things that are having something done to them ,154362,"giving _wise_ nations to them","giving _wise_ nations to them",Adjective Accusative Plural Neuter Location Gentilic,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Plural; Gender=Neuter; Name type=Location Gentilic,,
A-APN-NUI,-1,Adjective,,,,,Accusative,Plural,Neuter,Numeral,A-APN-NUI,-2,Adjective,,,,,Case,Number,Gender,Extra,A-APN-NUI,-3,a description of people or things,,,,,they are having something done to them,there are two or more of them,they are neuter,how many of them,A-APN-NUI,-4,DESCRIBING,,,,,that are having something done to them,people or things,neuter,"numerical‚",A-APN-NUI,-5,"DESCRIBING numerically‚ neuter people or things that are having something done to them ",154362,"giving _ten_ nations to them","giving _ten_ nations to them",Adjective Accusative Plural Neuter Numeral,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Plural; Gender=Neuter; Extra=Numeral,,
A-APN-PG,-1,Adjective,,,,,Accusative,Plural,Neuter,Person Gentilic,A-APN-PG,-2,Adjective,,,,,Case,Number,Gender,Name type,A-APN-PG,-3,a description of people or things,,,,,they are having something done to them,there are two or more of them,they are neuter,they are of a group related to this person,A-APN-PG,-4,DESCRIBING those related to a named person: ,,,,,that are having something done to them,people or things,neuter,,A-APN-PG,-5,DESCRIBING those related to a named person: neuter people or things that are having something done to them ,154362,"giving _wise_ nations to them","giving _wise_ nations to them",Adjective Accusative Plural Neuter Person Gentilic,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Plural; Gender=Neuter; Name type=Person Gentilic,,
A-ASF,-1,Adjective,,,,,Accusative,Singular,Feminine,,A-ASF,-2,Adjective,,,,,Case,Number,Gender,,A-ASF,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are female or take a feminine form,,A-ASF,-4,DESCRIBING,,,,,that is having something done to them,person or thing,a female,,A-ASF,-5,DESCRIBING a female person or thing that is having something done to them ,154362,"giving a _wise_ woman to them","giving a _wise_ woman to them",Adjective Accusative Singular Feminine ,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Feminine,,
A-ASF-C,-1,Adjective,,,,,Accusative,Singular,Feminine,Comparative,A-ASF-C,-2,Adjective,,,,,Case,Number,Gender,Extra,A-ASF-C,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are female or take a feminine form,comparison withother a person or thing,A-ASF-C,-4,DESCRIBING,,,,,that is having something done to them,person or thing,a female,"comparatively‚",A-ASF-C,-5,"DESCRIBING comparatively‚ a female person or thing that is having something done to them ",154362,"giving a _wiser_ woman to them","giving a _wiser_ woman to them",Adjective Accusative Singular Feminine Comparative,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Feminine; Extra=Comparative,,
A-ASF-L,-1,Adjective,,,,,Accusative,Singular,Feminine,Location,A-ASF-L,-2,Adjective,,,,,Case,Number,Gender,Name type,A-ASF-L,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are female or take a feminine form,they are of this named location,A-ASF-L,-4,DESCRIBING,,,,,that is having something done to them,person or thing,a female,location,A-ASF-L,-5,DESCRIBING a female from a named location that is having something done to them ,154362,"giving a _wise_ woman to them","giving a _wise_ woman to them",Adjective Accusative Singular Feminine Location,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Feminine; Name type=Location,,
A-ASF-LG,-1,Adjective,,,,,Accusative,Singular,Feminine,Location Gentilic,A-ASF-LG,-2,Adjective,,,,,Case,Number,Gender,Name type,A-ASF-LG,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are female or take a feminine form,they are of a group who come from this place,A-ASF-LG,-4,DESCRIBING those from a named location:,,,,,that is having something done to them,person or thing,a female,,A-ASF-LG,-5,DESCRIBING those from a named location: a female person or thing that is having something done to them ,154362,"giving a _wise_ woman to them","giving a _wise_ woman to them",Adjective Accusative Singular Feminine Location Gentilic,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Feminine; Name type=Location Gentilic,,
A-ASF-N,-1,Adjective,,,,,Accusative,Singular,Feminine,Negative,A-ASF-N,-2,Adjective,,,,,Case,Number,Gender,Extra,A-ASF-N,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are female or take a feminine form,(negative),A-ASF-N,-4,DESCRIBING,,,,,that is having something done to them,person or thing,a female,,A-ASF-N,-5,DESCRIBING a female person or thing that is having something done to them ,154362,"giving a _wise_ woman to them","giving a _wise_ woman to them",Adjective Accusative Singular Feminine Negative,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Feminine; Extra=Negative,,
A-ASF-PG,-1,Adjective,,,,,Accusative,Singular,Feminine,Person Gentilic,A-ASF-PG,-2,Adjective,,,,,Case,Number,Gender,Name type,A-ASF-PG,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are female or take a feminine form,they are of a group related to this person,A-ASF-PG,-4,DESCRIBING those related to a named person: ,,,,,that is having something done to them,person or thing,a female,,A-ASF-PG,-5,DESCRIBING those related to a named person: a female person or thing that is having something done to them ,154362,"giving a _wise_ woman to them","giving a _wise_ woman to them",Adjective Accusative Singular Feminine Person Gentilic,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Feminine; Name type=Person Gentilic,,
A-ASF-S,-1,Adjective,,,,,Accusative,Singular,Feminine,Superlative,A-ASF-S,-2,Adjective,,,,,Case,Number,Gender,Extra,A-ASF-S,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are female or take a feminine form,superlative comparison with another person or thing,A-ASF-S,-4,DESCRIBING,,,,,that is having something done to them,person or thing,a female,superlatively,A-ASF-S,-5,DESCRIBING superlatively a female person or thing that is having something done to them ,154362,"giving the wisest woman to them","giving the wisest woman to them",Adjective Accusative Singular Feminine Superlative,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Feminine; Extra=Superlative,,
A-ASM,-1,Adjective,,,,,Accusative,Singular,Masculine,,A-ASM,-2,Adjective,,,,,Case,Number,Gender,,A-ASM,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are male or take a masculine form,,A-ASM,-4,DESCRIBING,,,,,that is having something done to them,person or thing,a male,,A-ASM,-5,DESCRIBING a male person or thing that is having something done to them ,154362,"giving a _wise_ man to them","giving a _wise_ man to them",Adjective Accusative Singular Masculine ,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Masculine,,
A-ASM-C,-1,Adjective,,,,,Accusative,Singular,Masculine,Comparative,A-ASM-C,-2,Adjective,,,,,Case,Number,Gender,Extra,A-ASM-C,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are male or take a masculine form,comparison withother a person or thing,A-ASM-C,-4,DESCRIBING,,,,,that is having something done to them,person or thing,a male,"comparatively‚",A-ASM-C,-5,"DESCRIBING comparatively‚ a male person or thing that is having something done to them ",154362,"giving a _wiser_ man to them","giving a _wiser_ man to them",Adjective Accusative Singular Masculine Comparative,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Masculine; Extra=Comparative,,
A-ASM-L,-1,Adjective,,,,,Accusative,Singular,Masculine,Location,A-ASM-L,-2,Adjective,,,,,Case,Number,Gender,Name type,A-ASM-L,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are male or take a masculine form,they come from this place,A-ASM-L,-4,DESCRIBING a named location:,,,,,that is having something done to them,person or thing,a male,,A-ASM-L,-5,DESCRIBING a named location: a male person or thing that is having something done to them ,154362,"giving a _wise_ man to them","giving a _wise_ man to them",Adjective Accusative Singular Masculine Location,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Masculine; Name type=Location,,
A-ASM-LG,-1,Adjective,,,,,Accusative,Singular,Masculine,Location Gentilic,A-ASM-LG,-2,Adjective,,,,,Case,Number,Gender,Name type,A-ASM-LG,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are male or take a masculine form,they are of a group who come from this place,A-ASM-LG,-4,DESCRIBING those from a named location:,,,,,that is having something done to them,person or thing,a male,,A-ASM-LG,-5,DESCRIBING those from a named location: a male person or thing that is having something done to them ,154362,"giving a _wise_ man to them","giving a _wise_ man to them",Adjective Accusative Singular Masculine Location Gentilic,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Masculine; Name type=Location Gentilic,,
A-ASM-N,-1,Adjective,,,,,Accusative,Singular,Masculine,Negative,A-ASM-N,-2,Adjective,,,,,Case,Number,Gender,Extra,A-ASM-N,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are male or take a masculine form,(negative),A-ASM-N,-4,DESCRIBING,,,,,that is having something done to them,person or thing,a male,,A-ASM-N,-5,DESCRIBING a male person or thing that is having something done to them ,154362,"giving a _wise_ man to them","giving a _wise_ man to them",Adjective Accusative Singular Masculine Negative,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Masculine; Extra=Negative,,
A-ASM-PG,-1,Adjective,,,,,Accusative,Singular,Masculine,Person Gentilic,A-ASM-PG,-2,Adjective,,,,,Case,Number,Gender,Name type,A-ASM-PG,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are male or take a masculine form,they are of a group related to this person,A-ASM-PG,-4,DESCRIBING those related to a named person: ,,,,,that is having something done to them,person or thing,a male,,A-ASM-PG,-5,DESCRIBING those related to a named person: a male person or thing that is having something done to them ,154362,"giving a _wise_ man to them","giving a _wise_ man to them",Adjective Accusative Singular Masculine Person Gentilic,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Masculine; Name type=Person Gentilic,,
A-ASM-S,-1,Adjective,,,,,Accusative,Singular,Masculine,Superlative,A-ASM-S,-2,Adjective,,,,,Case,Number,Gender,Extra,A-ASM-S,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are male or take a masculine form,,A-ASM-S,-4,DESCRIBING,,,,,that is having something done to them,person or thing,a male,,A-ASM-S,-5,DESCRIBING a male person or thing that is having something done to them ,154362,"giving a _wise_ man to them","giving a _wise_ man to them",Adjective Accusative Singular Masculine Superlative,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Masculine; Extra=Superlative,,
A-ASM-T,-1,Adjective,,,,,Accusative,Singular,Masculine,Title,A-ASM-T,-2,Adjective,,,,,Case,Number,Gender,Name type,A-ASM-T,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are male or take a masculine form,,A-ASM-T,-4,DESCRIBING,,,,,that is having something done to them,person or thing,a male,they are of this type,A-ASM-T,-5,DESCRIBING a male person or thing of this type that is having something done to them ,154362,"giving a _wise_ man to them","giving a _wise_ man to them",Adjective Accusative Singular Masculine Title,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Masculine; Name type=Title,,
A-ASN,-1,Adjective,,,,,Accusative,Singular,Neuter,,A-ASN,-2,Adjective,,,,,Case,Number,Gender,,A-ASN,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are neuter,,A-ASN,-4,DESCRIBING,,,,,that is having something done to them,person or thing,a neuter,,A-ASN,-5,DESCRIBING a neuter person or thing that is having something done to them ,154362,"giving a _wise_ nation to them","giving a _wise_ nation to them",Adjective Accusative Singular Neuter ,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Neuter,,
A-ASN-C,-1,Adjective,,,,,Accusative,Singular,Neuter,Comparative,A-ASN-C,-2,Adjective,,,,,Case,Number,Gender,Extra,A-ASN-C,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are neuter,comparison withother a person or thing,A-ASN-C,-4,DESCRIBING,,,,,that is having something done to them,person or thing,a neuter,"comparatively‚",A-ASN-C,-5,"DESCRIBING comparatively‚ a neuter person or thing that is having something done to them ",154362,"giving a _wiser_ nation to them","giving a _wiser_ nation to them",Adjective Accusative Singular Neuter Comparative,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Neuter; Extra=Comparative,,
A-ASN-LG,-1,Adjective,,,,,Accusative,Singular,Neuter,Location Gentilic,A-ASN-LG,-2,Adjective,,,,,Case,Number,Gender,Name type,A-ASN-LG,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are neuter,they are of a group who come from this place,A-ASN-LG,-4,DESCRIBING those from a named location:,,,,,that is having something done to them,person or thing,a neuter,,A-ASN-LG,-5,DESCRIBING those from a named location: a neuter person or thing that is having something done to them ,154362,"giving a _wise_ nation to them","giving a _wise_ nation to them",Adjective Accusative Singular Neuter Location Gentilic,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Neuter; Name type=Location Gentilic,,
A-ASN-N,-1,Adjective,,,,,Accusative,Singular,Neuter,Negative,A-ASN-N,-2,Adjective,,,,,Case,Number,Gender,Extra,A-ASN-N,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are neuter,(negative),A-ASN-N,-4,DESCRIBING,,,,,that is having something done to them,person or thing,a neuter,,A-ASN-N,-5,DESCRIBING a neuter person or thing that is having something done to them ,154362,"giving a _wise_ nation to them","giving a _wise_ nation to them",Adjective Accusative Singular Neuter Negative,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Neuter; Extra=Negative,,
A-ASN-PG,-1,Adjective,,,,,Accusative,Singular,Neuter,Person Gentilic,A-ASN-PG,-2,Adjective,,,,,Case,Number,Gender,Name type,A-ASN-PG,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are neuter,they are of a group related to this person,A-ASN-PG,-4,DESCRIBING those related to a named person: ,,,,,that is having something done to them,person or thing,a neuter,,A-ASN-PG,-5,DESCRIBING those related to a named person: a neuter person or thing that is having something done to them ,154362,"giving a _wise_ nation to them","giving a _wise_ nation to them",Adjective Accusative Singular Neuter Person Gentilic,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Neuter; Name type=Person Gentilic,,
A-ASN-S,-1,Adjective,,,,,Accusative,Singular,Neuter,Superlative,A-ASN-S,-2,Adjective,,,,,Case,Number,Gender,Extra,A-ASN-S,-3,a description of a person or thing,,,,,they are having something done to them,there is only one of them,they are neuter,,A-ASN-S,-4,DESCRIBING,,,,,that is having something done to them,person or thing,a neuter,,A-ASN-S,-5,DESCRIBING a neuter person or thing that is having something done to them ,154362,"giving a _wise_ nation to them","giving a _wise_ nation to them",Adjective Accusative Singular Neuter Superlative,1 6 7 8 9,Function=Adjective; Case=Accusative; Number=Singular; Gender=Neuter; Extra=Superlative,,
A-DPF,-1,Adjective,,,,,Dative,Plural,Feminine,,A-DPF,-2,Adjective,,,,,Case,Number,Gender,,A-DPF,-3,a description of people or things,,,,,something is being done for them or relating to them,there are two or more of them,they are female or take a feminine form,,A-DPF,-4,DESCRIBING,,,,,"that something is done for‚ or done in relation to",people or things,female,,A-DPF,-5,"DESCRIBING female people or things that something is done for‚ or done in relation to ",154362,"giving to _wise_ women","giving to _wise_ women",Adjective Dative Plural Feminine ,1 6 7 8 9,Function=Adjective; Case=Dative; Number=Plural; Gender=Feminine,,
A-DPF-C,-1,Adjective,,,,,Dative,Plural,Feminine,Comparative,A-DPF-C,-2,Adjective,,,,,Case,Number,Gender,Extra,A-DPF-C,-3,a description of people or things,,,,,something is being done for them or relating to them,there are two or more of them,they are female or take a feminine form,,A-DPF-C,-4,DESCRIBING,,,,,"that something is done for‚ or done in relation to",people or things,female,,A-DPF-C,-5,"DESCRIBING female people or things that something is done for‚ or done in relation to ",154362,"giving to _wise_ women","giving to _wise_ women",Adjective Dative Plural Feminine Comparative,1 6 7 8 9,Function=Adjective; Case=Dative; Number=Plural; Gender=Feminine; Extra=Comparative,,
A-DPF-LG,-1,Adjective,,,,,Dative,Plural,Feminine,Location Gentilic,A-DPF-LG,-2,Adjective,,,,,Case,Number,Gender,Name type,A-DPF-LG,-3,a description of people or things,,,,,something is being done for them or relating to them,there are two or more of them,they are female or take a feminine form,they are of a group who come from this place,A-DPF-LG,-4,DESCRIBING those from a named location:,,,,,"that something is done for‚ or done in relation to",people or things,female,,A-DPF-LG,-5,"DESCRIBING those from a named location: female people or things that something is done for‚ or done in relation to ",154362,"giving to _wise_ women","giving to _wise_ women",Adjective Dative Plural Feminine Location Gentilic,1 6 7 8 9,Function=Adjective; Case=Dative; Number=Plural; Gender=Feminine; Name type=Location Gentilic,,
A-DPF-NUI,-1,Adjective,,,,,Dative,Plural,Feminine,Numeral,A-DPF-NUI,-2,Adjective,,,,,Case,Number,Gender,Extra,A-DPF-NUI,-3,a description of people or things,,,,,something is being done for them or relating to them,there are two or more of them,they are female or take a feminine form,,A-DPF-NUI,-4,DESCRIBING,,,,,"that something is done for‚ or done in relation to",people or things,female,"numerically‚",A-DPF-NUI,-5,"DESCRIBING numerically, female people or things that something is done for‚ or done in relation to ",154362,"giving to _ten_ women","giving to _ten_ women",Adjective Dative Plural Feminine Numeral,1 6 7 8 9,Function=Adjective; Case=Dative; Number=Plural; Gender=Feminine; Extra=Numeral,,
